SensorDate,Settlement,Main_Dmg,geometry
2023-09-10,Ait Othmane,Possible damage,POINT (-8.35965203099994 31.10790932900005)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.358330853999917 31.10802547700007)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.358851702999914 31.10779318200008)
2023-09-10,Ait Othmane,Damage,POINT (-8.358267789999957 31.107214033000048)
2023-09-10,Ait Othmane,Damage,POINT (-8.358385297999916 31.107448369000053)
2023-09-10,Ait Othmane,Damage,POINT (-8.358523222999906 31.107448369000053)
2023-09-10,Ait Othmane,Damage,POINT (-8.358521408999934 31.107326777000083)
2023-09-10,Ait Othmane,Damage,POINT (-8.358574037999915 31.107205186000044)
2023-09-10,Ait Othmane,Damage,POINT (-8.358534111999916 31.107132594000063)
2023-09-10,Ait Othmane,Damage,POINT (-8.358214706999945 31.107341296000072)
2023-09-10,Ait Othmane,Damage,POINT (-8.358401631999925 31.107265074000054)
2023-09-10,Ait Othmane,Damage,POINT (-8.358383483999944 31.107373962000054)
2023-09-10,Ait Othmane,Damage,POINT (-8.358532296999954 31.107029150000074)
2023-09-10,Ait Othmane,Damage,POINT (-8.358401631999925 31.107021891000045)
2023-09-10,Ait Othmane,Damage,POINT (-8.358074966999936 31.106836781000084)
2023-09-10,Ait Othmane,Damage,POINT (-8.358554074999915 31.106747855000037)
2023-09-10,Ait Othmane,Damage,POINT (-8.358530482999925 31.106844040000055)
2023-09-10,Ait Othmane,Damage,POINT (-8.358336298999916 31.106727892000038)
2023-09-10,Ait Othmane,Damage,POINT (-8.358461519999935 31.106637152000076)
2023-09-10,Ait Othmane,Damage,POINT (-8.358314520999954 31.106873077000046)
2023-09-10,Ait Othmane,Damage,POINT (-8.358280039999954 31.106960187000084)
2023-09-10,Ait Othmane,Damage,POINT (-8.358120336999946 31.106983780000064)
2023-09-10,Ait Othmane,Damage,POINT (-8.357906189999937 31.106811373000085)
2023-09-10,Ait Othmane,Damage,POINT (-8.358621222999943 31.106557301000066)
2023-09-10,Ait Othmane,Damage,POINT (-8.358466963999945 31.106533709000075)
2023-09-10,Ait Othmane,Damage,POINT (-8.358463334999954 31.106388524000067)
2023-09-10,Ait Othmane,Damage,POINT (-8.358123966999926 31.106655300000057)
2023-09-10,Ait Othmane,Damage,POINT (-8.358269150999945 31.106580893000057)
2023-09-10,Ait Othmane,Damage,POINT (-8.358296372999916 31.106493783000076)
2023-09-10,Ait Othmane,Damage,POINT (-8.358341742999926 31.106276006000087)
2023-09-10,Ait Othmane,Damage,POINT (-8.357958819999908 31.106564560000038)
2023-09-10,Ait Othmane,Damage,POINT (-8.358016892999956 31.106473820000076)
2023-09-10,Ait Othmane,Damage,POINT (-8.35782452399991 31.106698856000037)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.357953374999909 31.106684337000047)
2023-09-10,Ait Othmane,Damage,POINT (-8.358363520999944 31.10635222800005)
2023-09-10,Ait Othmane,Damage,POINT (-8.358074966999936 31.10629778400005)
2023-09-10,Ait Othmane,Damage,POINT (-8.358557704999953 31.10615804400004)
2023-09-10,Ait Othmane,Damage,POINT (-8.357868079999946 31.106499227000086)
2023-09-10,Ait Othmane,Damage,POINT (-8.358623037999905 31.106842225000037)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.358167521999917 31.106484709000085)
2023-09-10,Ait Othmane,Damage,POINT (-8.358352631999935 31.106087267000078)
2023-09-10,Ait Othmane,Damage,POINT (-8.348707324999907 31.10152647400008)
2023-09-10,Ait Othmane,Damage,POINT (-8.346738125999934 31.101591475000077)
2023-09-10,Ait Othmane,Damage,POINT (-8.346970792999912 31.100624137000068)
2023-09-10,Ait Othmane,Damage,POINT (-8.34829848599992 31.100661305000074)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.349351208999906 31.10096952300006)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.34912288399994 31.098795049000046)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.349334875999944 31.097637545000055)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.348995507999916 31.098040431000072)
2023-09-10,Ait Othmane,Damage,POINT (-8.349650651999923 31.097127585000067)
2023-09-10,Ait Othmane,Damage,POINT (-8.348501881999937 31.097241917000076)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.348779545999946 31.097218325000085)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.348149809999938 31.09716932500004)
2023-09-10,Ait Othmane,Damage,POINT (-8.348988248999945 31.097672026000055)
2023-09-10,Ait Othmane,Damage,POINT (-8.343537331999926 31.17358111200008)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.343737802999954 31.173243256000035)
2023-09-10,Ait Othmane,Damage,POINT (-8.343325646999915 31.173700273000065)
2023-09-10,Ait Othmane,Damage,POINT (-8.343265364999922 31.17362597300007)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.351547743999959 31.16710717500007)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.351428582999915 31.16709595900005)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.349355183999933 31.16628395200007)
2023-09-10,Ait Othmane,Damage,POINT (-8.35857901099996 31.138587550000068)
2023-09-10,Ait Othmane,Damage,POINT (-8.358643809999933 31.138702193000086)
2023-09-10,Ait Othmane,Damage,POINT (-8.358083052999916 31.139113415000054)
2023-09-10,Ait Othmane,Damage,POINT (-8.358334770999932 31.13897384900008)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.358207665999942 31.139061077000065)
2023-09-10,Ait Othmane,Damage,POINT (-8.358499956999935 31.138884825000048)
2023-09-10,Ait Othmane,Damage,POINT (-8.35849836199992 31.138956602000064)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.35828941199992 31.138757222000038)
2023-09-10,Ait Othmane,Damage,POINT (-8.358464865999906 31.13865035400005)
2023-09-10,Ait Othmane,Damage,POINT (-8.379304084999944 31.150120299000037)
2023-09-10,Ait Othmane,Damage,POINT (-8.393652169999939 31.155296234000048)
2023-09-10,Ait Othmane,Damage,POINT (-8.392342802999906 31.154979406000052)
2023-09-10,Ait Othmane,Damage,POINT (-8.392976457999907 31.15518688600008)
2023-09-10,Ait Othmane,Damage,POINT (-8.385952920999955 31.16058517600004)
2023-09-10,Ait Othmane,Damage,POINT (-8.384721803999923 31.16117087500004)
2023-09-10,Ait Othmane,Damage,POINT (-8.369854096999916 31.108398158000057)
2023-09-10,Ait Othmane,Damage,POINT (-8.36980107699992 31.10828588000004)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.368798371999958 31.108424668000055)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.348427903999948 31.097101898000062)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.348328100999936 31.097004559000084)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.383628212999952 31.156338863000087)
2023-09-10,Ait Othmane,Damage,POINT (-8.382486326999924 31.169180504000053)
2023-09-10,Ait Othmane,Damage,POINT (-8.382057432999943 31.168743385000084)
2023-09-10,Ait Othmane,Damage,POINT (-8.382119710999916 31.168864415000087)
2023-09-10,Ait Othmane,Damage,POINT (-8.38259325699994 31.168616479000036)
2023-09-10,Ait Othmane,Damage,POINT (-8.382581505999951 31.168761011000072)
2023-09-10,Ait Othmane,Damage,POINT (-8.381554776999906 31.18397159400007)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.338336737999953 31.17872145800004)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.340570941999943 31.18188346900007)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.321784360999914 31.191307647000087)
2023-09-10,Ait Othmane,Damage,POINT (-8.331054259999917 31.161324798000066)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.330922112999929 31.161590577000084)
2023-09-10,Ait Othmane,Damage,POINT (-8.331285888999957 31.16157721400009)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.33137052199993 31.161492580000072)
2023-09-10,Ait Othmane,Damage,POINT (-8.329406132999907 31.162221617000057)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.329777332999925 31.161189681000053)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.329700122999952 31.161110987000086)
2023-09-10,Ait Othmane,Damage,POINT (-8.329891661999909 31.161085745000037)
2023-09-10,Ait Othmane,Damage,POINT (-8.330031232999943 31.162882353000043)
2023-09-10,Ait Othmane,Damage,POINT (-8.304629287999944 31.16644735600005)
2023-09-10,Ait Othmane,Damage,POINT (-8.304918822999923 31.166420629000072)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.304814886999907 31.166502293000065)
2023-09-10,Ait Othmane,Damage,POINT (-8.305339021999941 31.16596331100004)
2023-09-10,Ait Othmane,Damage,POINT (-8.305327142999943 31.166536444000087)
2023-09-10,Ait Othmane,Damage,POINT (-8.393442555999911 31.154908981000062)
2023-09-10,Ait Othmane,Damage,POINT (-8.393356436999909 31.15515842700006)
2023-09-10,Ait Othmane,Damage,POINT (-8.392766971999947 31.154857013000083)
2023-09-10,Ait Othmane,Damage,POINT (-8.393008993999956 31.155483598000046)
2023-09-10,Ait Othmane,Damage,POINT (-8.39302681199996 31.155131700000084)
2023-09-10,Ait Othmane,Damage,POINT (-8.393161928999916 31.15493125200004)
2023-09-10,Ait Othmane,Damage,POINT (-8.385517531999938 31.160964827000043)
2023-09-10,Ait Othmane,Damage,POINT (-8.384923612999955 31.160640027000056)
2023-09-10,Ait Othmane,Damage,POINT (-8.384515292999936 31.16144274700008)
2023-09-10,Ait Othmane,Damage,POINT (-8.385324971999921 31.161800027000083)
2023-09-10,Ait Othmane,Damage,POINT (-8.385438651999948 31.161793067000076)
2023-09-10,Ait Othmane,Damage,POINT (-8.385691531999953 31.16222922600008)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.385946731999923 31.161523947000035)
2023-09-10,Ait Othmane,Damage,POINT (-8.38600009199996 31.161224667000056)
2023-09-10,Ait Othmane,Damage,POINT (-8.386496571999942 31.161020507000046)
2023-09-10,Ait Othmane,Damage,POINT (-8.386536011999908 31.160957867000036)
2023-09-10,Ait Othmane,Damage,POINT (-8.38552681199991 31.16168170700007)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.329956168999956 31.160923902000036)
2023-09-10,Ait Othmane,Damage,POINT (-8.329787230999955 31.162483931000054)
2023-09-10,Ait Othmane,Damage,POINT (-8.328823761999956 31.162000877000082)
2023-09-10,Ait Othmane,Damage,POINT (-8.341830338999955 31.17660496600007)
2023-09-10,Ait Othmane,Damage,POINT (-8.341797079999935 31.176495685000077)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.344386272999941 31.16902496700004)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.333912993999945 31.17212126900006)
2023-09-10,Ait Othmane,Damage,POINT (-8.323432103999949 31.105322741000066)
2023-09-10,Ait Othmane,Damage,POINT (-8.323578065999925 31.105248859000085)
2023-09-10,Ait Othmane,Damage,POINT (-8.322830236999948 31.105618268000057)
2023-09-10,Ait Othmane,Damage,POINT (-8.322639225999922 31.105699358000038)
2023-09-10,Ait Othmane,Damage,POINT (-8.323185229999922 31.105520960000035)
2023-09-10,Ait Othmane,Damage,POINT (-8.323947474999954 31.10506865900004)
2023-09-10,Ait Othmane,Damage,POINT (-8.32324469599996 31.104369485000063)
2023-09-10,Ait Othmane,Damage,POINT (-8.322923940999942 31.104587526000046)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.322525699999915 31.10447580300007)
2023-09-10,Ait Othmane,Damage,POINT (-8.321521987999915 31.10625076900004)
2023-09-10,Ait Othmane,Damage,POINT (-8.320898496999916 31.106021915000042)
2023-09-10,Ait Othmane,Damage,POINT (-8.320907506999959 31.106348077000064)
2023-09-10,Ait Othmane,Damage,POINT (-8.320725504999928 31.106465207000042)
2023-09-10,Ait Othmane,Damage,POINT (-8.320615583999938 31.106385919000047)
2023-09-10,Ait Othmane,Damage,POINT (-8.320990398999925 31.10654629600009)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.321154380999928 31.106562514000075)
2023-09-10,Ait Othmane,Damage,POINT (-8.320644415999936 31.10664901000007)
2023-09-10,Ait Othmane,Damage,POINT (-8.32084083299992 31.106827408000072)
2023-09-10,Ait Othmane,Damage,POINT (-8.320606573999953 31.10678596200006)
2023-09-10,Ait Othmane,Damage,POINT (-8.320554315999914 31.106710278000037)
2023-09-10,Ait Othmane,Damage,POINT (-8.320413759999951 31.106685050000067)
2023-09-10,Ait Othmane,Damage,POINT (-8.320341679999956 31.10681479400006)
2023-09-10,Ait Othmane,Damage,POINT (-8.320489443999918 31.106831012000043)
2023-09-10,Ait Othmane,Damage,POINT (-8.320386729999939 31.10648322600008)
2023-09-10,Ait Othmane,Damage,POINT (-8.320320055999957 31.106603960000086)
2023-09-10,Ait Othmane,Damage,POINT (-8.321588661999954 31.106542692000062)
2023-09-10,Ait Othmane,Damage,POINT (-8.322233775999905 31.10725448100004)
2023-09-10,Ait Othmane,Damage,POINT (-8.32241397599995 31.107371611000076)
2023-09-10,Ait Othmane,Damage,POINT (-8.322352707999926 31.107297729000038)
2023-09-10,Ait Othmane,Damage,POINT (-8.317786448999925 31.117251957000065)
2023-09-10,Ait Othmane,Damage,POINT (-8.317620665999925 31.117572712000083)
2023-09-10,Ait Othmane,Damage,POINT (-8.317867538999906 31.11739431500007)
2023-09-10,Ait Othmane,Damage,POINT (-8.317568407999943 31.11708437100009)
2023-09-10,Ait Othmane,Damage,POINT (-8.317289097999947 31.118790862000083)
2023-09-10,Ait Othmane,Damage,POINT (-8.314744678999944 31.13475294600005)
2023-09-10,Ait Othmane,Damage,POINT (-8.314162634999946 31.13507009700004)
2023-09-10,Ait Othmane,Damage,POINT (-8.313913958999933 31.136461238000038)
2023-09-10,Ait Othmane,Damage,POINT (-8.312973316999944 31.136954985000045)
2023-09-10,Ait Othmane,Damage,POINT (-8.312998544999914 31.137039679000054)
2023-09-10,Ait Othmane,Damage,POINT (-8.313050802999953 31.13689732100005)
2023-09-10,Ait Othmane,Damage,POINT (-8.312692205999952 31.13725952300007)
2023-09-10,Ait Othmane,Damage,POINT (-8.312757076999958 31.13716762100006)
2023-09-10,Ait Othmane,Damage,POINT (-8.313162526999918 31.13695318300006)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.313510311999948 31.137479366000036)
2023-09-10,Ait Othmane,Damage,POINT (-8.313149912999961 31.137969509000072)
2023-09-10,Ait Othmane,Damage,POINT (-8.312466955999923 31.138257829000054)
2023-09-10,Ait Othmane,Damage,POINT (-8.312501193999935 31.138147907000075)
2023-09-10,Ait Othmane,Damage,POINT (-8.312331805999918 31.138317295000036)
2023-09-10,Ait Othmane,Damage,POINT (-8.312068714999953 31.138010955000084)
2023-09-10,Ait Othmane,Damage,POINT (-8.31212998299992 31.137937073000046)
2023-09-10,Ait Othmane,Damage,POINT (-8.312584085999958 31.13861102000004)
2023-09-10,Ait Othmane,Damage,POINT (-8.312722838999946 31.138454246000038)
2023-09-10,Ait Othmane,Damage,POINT (-8.312971514999958 31.13858579200007)
2023-09-10,Ait Othmane,Damage,POINT (-8.31322919999991 31.138594802000057)
2023-09-10,Ait Othmane,Damage,POINT (-8.313232803999938 31.138493890000063)
2023-09-10,Ait Othmane,Damage,POINT (-8.312859790999937 31.138445236000052)
2023-09-10,Ait Othmane,Damage,POINT (-8.312293963999934 31.13850290000005)
2023-09-10,Ait Othmane,Damage,POINT (-8.31280933499994 31.138189353000087)
2023-09-10,Ait Othmane,Damage,POINT (-8.313077832999909 31.13772804200005)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.31402748499994 31.137553248000074)
2023-09-10,Ait Othmane,Damage,POINT (-8.312666977999925 31.13827404700004)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.31317874499996 31.138383968000085)
2023-09-10,Ait Othmane,Damage,POINT (-8.312014654999928 31.139632752000068)
2023-09-10,Ait Othmane,Damage,POINT (-8.311641641999927 31.14005441900008)
2023-09-10,Ait Othmane,Damage,POINT (-8.311780394999914 31.13984358600004)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.311511897999935 31.139915665000046)
2023-09-10,Ait Othmane,Damage,POINT (-8.313332927999909 31.140344541000047)
2023-09-10,Ait Othmane,Damage,POINT (-8.36650882799995 31.16236673800006)
2023-09-10,Ait Othmane,Damage,POINT (-8.366213299999913 31.16240818400007)
2023-09-10,Ait Othmane,Damage,POINT (-8.366126803999919 31.162276638000037)
2023-09-10,Ait Othmane,Damage,POINT (-8.366305201999921 31.162357728000075)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.36653045099996 31.162465848000068)
2023-09-10,Ait Othmane,Damage,POINT (-8.366411519999929 31.162543334000077)
2023-09-10,Ait Othmane,Damage,POINT (-8.366629560999911 31.161849565000068)
2023-09-10,Ait Othmane,Damage,POINT (-8.366773720999959 31.161653148000084)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.36670704699992 31.16173604000005)
2023-09-10,Ait Othmane,Damage,POINT (-8.366649382999924 31.161784693000072)
2023-09-10,Ait Othmane,Damage,POINT (-8.36693590099992 31.16165855400004)
2023-09-10,Ait Othmane,Damage,POINT (-8.366815166999913 31.161811723000085)
2023-09-10,Ait Othmane,Damage,POINT (-8.34529572599996 31.162015349000058)
2023-09-10,Ait Othmane,Damage,POINT (-8.34542366799991 31.162006339000072)
2023-09-10,Ait Othmane,Damage,POINT (-8.345571431999929 31.161928853000063)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.386694782999939 31.129158508000046)
2023-09-10,Ait Othmane,Damage,POINT (-8.374395204999928 31.126532110000085)
2023-09-10,Ait Othmane,Damage,POINT (-8.393713608999917 31.12761186000006)
2023-09-10,Ait Othmane,Damage,POINT (-8.393646424999929 31.12758050800005)
2023-09-10,Ait Othmane,Damage,POINT (-8.393482198999948 31.127550649000057)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.394160003999957 31.127788029000044)
2023-09-10,Ait Othmane,Damage,POINT (-8.33984492299993 31.148057883000035)
2023-09-10,Ait Othmane,Damage,POINT (-8.340304475999915 31.15044895500006)
2023-09-10,Ait Othmane,Damage,POINT (-8.340178506999905 31.150476948000062)
2023-09-10,Ait Othmane,Damage,POINT (-8.34001288199994 31.150854854000045)
2023-09-10,Ait Othmane,Damage,POINT (-8.33716458999993 31.150941166000052)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.337066613999923 31.15103680900006)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.343416368999954 31.157353904000047)
2023-09-10,Ait Othmane,Damage,POINT (-8.34423647299991 31.142883031000054)
2023-09-10,Ait Othmane,Damage,POINT (-8.344278938999935 31.142786207000086)
2023-09-10,Ait Othmane,Damage,POINT (-8.344323104999944 31.142655411000078)
2023-09-10,Ait Othmane,Damage,POINT (-8.34439274999994 31.14255688800006)
2023-09-10,Ait Othmane,Damage,POINT (-8.344475983999928 31.142443078000042)
2023-09-10,Ait Othmane,Damage,POINT (-8.344481079999923 31.142320775000087)
2023-09-10,Azgour,Damage,POINT (-8.370381373999919 31.188003527000035)
2023-09-10,Azgour,Damage,POINT (-8.370359563999955 31.188087411000083)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.39179706099992 31.157952779000084)
2023-09-10,Ait ’Otmane,Possible damage,POINT (-8.391599093999957 31.157580333000055)
2023-09-10,Ait Othmane,Damage,POINT (-8.391330462999917 31.157329015000073)
2023-09-10,Ait Othmane,Damage,POINT (-8.391367572999911 31.15196007800006)
2023-09-10,Ait Othmane,Damage,POINT (-8.392241648999914 31.153228410000054)
2023-09-10,Ait Othmane,Damage,POINT (-8.392328888999941 31.15392632800007)
2023-09-10,Ait ’Otmane,Possible damage,POINT (-8.393971344999954 31.15352032800007)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.392862392999916 31.15429709700004)
2023-09-10,Ait ’Otmane,Possible damage,POINT (-8.393676071999948 31.154335684000046)
2023-09-10,Ait Othmane,Damage,POINT (-8.392854004999947 31.155023536000044)
2023-09-10,Ait ’Otmane,Possible damage,POINT (-8.392966409999929 31.155645958000036)
2023-09-10,Al Medinat,Possible damage,POINT (-8.35812754099993 31.106563518000087)
2023-09-10,Al Medinat,Possible damage,POINT (-8.35861071499994 31.106412526000042)
2023-09-10,Al Medinat,Damage,POINT (-8.358602326999915 31.107927479000068)
2023-09-10,Al Medinat,Damage,POINT (-8.358402681999905 31.10621959200006)
2023-09-10,Al Medinat,Damage,POINT (-8.35813257399991 31.10675813000006)
2023-09-10,Al Medinat,Damage,POINT (-8.362450942999942 31.111356673000046)
2023-09-10,Al Medinat,Damage,POINT (-8.36863322299996 31.10803988400005)
2023-09-10,Al Medinat,Possible damage,POINT (-8.370418282999935 31.10797613200009)
2023-09-10,Aït Dawd,Possible damage,POINT (-8.376748199999952 31.10627327800006)
2023-09-10,Tnirt,Possible damage,POINT (-8.321435093999924 31.106409683000038)
2023-09-10,Tnirt,Damage,POINT (-8.322000137999908 31.106287862000045)
2023-09-10,Tnirt,Damage,POINT (-8.32076896299992 31.106557424000073)
2023-09-10,Tnirt,Damage,POINT (-8.320653620999906 31.106549648000055)
2023-09-10,Tnirt,Possible damage,POINT (-8.320832465999956 31.105852414000083)
2023-09-10,Tnirt,Possible damage,POINT (-8.320693795999944 31.10599108300005)
2023-09-10,Tnirt,Possible damage,POINT (-8.32190553199996 31.10691900100005)
2023-09-10,Tnirt,Damage,POINT (-8.322274884999956 31.107017495000036)
2023-09-10,Anerni,Damage,POINT (-8.318296486999941 31.117239976000064)
2023-09-10,Anerni,Damage,POINT (-8.317648499999905 31.116992931000084)
2023-09-10,Anerni,Possible damage,POINT (-8.317832771999917 31.116905858000052)
2023-09-10,Anerni,Damage,POINT (-8.318089032999922 31.11978355900004)
2023-09-10,Anerni,Damage,POINT (-8.31788858899995 31.119652234000057)
2023-09-10,Anerni,Damage,POINT (-8.316851808999957 31.12003699400009)
2023-09-10,Anerni,Damage,POINT (-8.316743523999946 31.11998169900005)
2023-09-10,Al Medinat,Possible damage,POINT (-8.359502602999953 31.10791819700006)
2023-09-10,Al Medinat,Possible damage,POINT (-8.36112228299993 31.110199111000043)
2023-09-10,Ait Othmane,Damage,POINT (-8.392762127999958 31.154220089000034)
2023-09-10,Ait Othmane,Possible damage,POINT (-8.392813437999905 31.154152898000063)
2023-09-10,Ait ’Otmane,Damage,POINT (-8.393239794999943 31.155064253000035)
