ADM2_NAME,lat,lng,country,admin_name
Malloussa,35.7333,-5.6333,Morocco,Tanger-Tétouan-Al Hoceïma
Aj Jourf,31.4903,-4.4014,Morocco,Drâa-Tafilalet
Steha,35.346,-4.957,Morocco,Tanger-Tétouan-Al Hoceïma
Mayate,32.2667,-7.5167,Morocco,Marrakech-Safi
Oulad Daoud,34.4058,-4.6939,Morocco,Fès-Meknès
Souq Jamaa Fdalate,33.5911,-7.2792,Morocco,Casablanca-Settat
Al Fayd,30.6167,-8.2167,Morocco,Souss-Massa
Farkhâna,35.2833,-3.0167,Morocco,Oriental
Ain Beida,31.585,-8.608,Morocco,Marrakech-Safi
El Arba Des Bir Lenni,34.3272,-4.2039,Morocco,Fès-Meknès
Matmata,34.1,-4.55,Morocco,Fès-Meknès
Aït I’yach,32.6908,-4.9292,Morocco,Drâa-Tafilalet
Tizi Nisly,32.4667,-5.7667,Morocco,Béni Mellal-Khénifra
Sidi Amer El Hadi,34.7992,-5.8394,Morocco,Rabat-Salé-Kénitra
Toualet,32.7333,-7.1833,Morocco,Casablanca-Settat
Moulay Driss Zerhoun,34.0542,-5.5272,Morocco,Fès-Meknès
Tifni,31.6281,-6.9444,Morocco,Béni Mellal-Khénifra
Al M’aziz,33.6667,-6.3167,Morocco,Rabat-Salé-Kénitra
Tamezmout,30.8075,-6.1142,Morocco,Drâa-Tafilalet
Oulad Friha,32.6108,-7.625,Morocco,Casablanca-Settat
Sidi Moussa Ben Ali,33.5594,-7.3817,Morocco,Casablanca-Settat
Jamaat Shaim,32.35,-8.85,Morocco,Marrakech-Safi
Sidi Kasem,35.5339,-5.2183,Morocco,Tanger-Tétouan-Al Hoceïma
Derdara,35.1103,-5.2872,Morocco,Tanger-Tétouan-Al Hoceïma
Dzouz,31.89,-7.32,Morocco,Marrakech-Safi
Timahdit,33.2369,-5.06,Morocco,Fès-Meknès
Tawnza,32.0944,-6.6025,Morocco,Béni Mellal-Khénifra
Bouabout,31.2667,-9.1833,Morocco,Marrakech-Safi
Douar Trougout,35.18,-3.77,Morocco,Oriental
El Khemis des Beni Chegdal,32.4441,-6.9551,Morocco,Béni Mellal-Khénifra
Lahfayr,30.57,-8.4878,Morocco,Souss-Massa
Ain Legdah,34.1667,-4.5,Morocco,Fès-Meknès
Ahlaf,33.2833,-7.2,Morocco,Casablanca-Settat
Jem’at Oulad ’Abbou,33.1156,-7.9333,Morocco,Casablanca-Settat
Amdel,31.5617,-8.8944,Morocco,Marrakech-Safi
Douar Oulad Naoual,34.4936,-5.7108,Morocco,Rabat-Salé-Kénitra
Laqraqra,32.4333,-7.4333,Morocco,Marrakech-Safi
Lafrayta,31.9167,-7.25,Morocco,Marrakech-Safi
Douar Sgarta,32.1667,-7.6333,Morocco,Marrakech-Safi
Lamsabih,32.2933,-8.6889,Morocco,Marrakech-Safi
Tilmi,31.8189,-5.7718,Morocco,Drâa-Tafilalet
El Ghourdane,32.34,-8.7728,Morocco,Marrakech-Safi
Commune Sidi Youssef Ben Ahmed,33.7861,-4.8152,Morocco,Fès-Meknès
Ouaklim Oukider,31.45,-5.55,Morocco,Drâa-Tafilalet
Sidi Abdellah Ben Taazizt,34.0019,-5.3695,Morocco,Fès-Meknès
Touama,31.5339,-7.4872,Morocco,Marrakech-Safi
Iazizatene,35.2544,-3.115,Morocco,Oriental
Zaouiet Says,32.7931,-8.6506,Morocco,Casablanca-Settat
Douar Ain Maatouf,34.4352,-4.5566,Morocco,Fès-Meknès
Douar Jwalla,31.89,-7.44,Morocco,Marrakech-Safi
Boujediane,35.1114,-5.7823,Morocco,Tanger-Tétouan-Al Hoceïma
Iygli,29.5001,-9.0501,Morocco,Souss-Massa
Takad Sahel,30.25,-9.55,Morocco,Souss-Massa
Kariat Ben Aouda,34.7667,-5.95,Morocco,Rabat-Salé-Kénitra
Oued Amlil,34.2,-4.2833,Morocco,Fès-Meknès
Itzer,32.8833,-5.05,Morocco,Drâa-Tafilalet
Jafra,31.5145,-8.7555,Morocco,Marrakech-Safi
Figuig,32.1167,-1.2269,Morocco,Oriental
Imi Mokorn,30.1675,-9.2322,Morocco,Souss-Massa
Foum Jam’a,31.96,-6.98,Morocco,Béni Mellal-Khénifra
Douar Bouchfaa,34.1014,-4.2939,Morocco,Fès-Meknès
Tanant,31.8667,-6.95,Morocco,Béni Mellal-Khénifra
Taouloukoult,31.2167,-9.0833,Morocco,Marrakech-Safi
Arbaa Sahel,29.5993,-9.877,Morocco,Souss-Massa
Lamhadi,32.3,-9.0167,Morocco,Marrakech-Safi
Tamanar,31.0,-9.6667,Morocco,Marrakech-Safi
Abadou,31.5797,-7.3122,Morocco,Marrakech-Safi
Sebt Ait Ikkou,33.669,-6.1376,Morocco,Rabat-Salé-Kénitra
Sidi Bousber,34.5667,-5.3667,Morocco,Tanger-Tétouan-Al Hoceïma
Agdz,30.6978,-6.4497,Morocco,Drâa-Tafilalet
Had Laaounate,32.6128,-8.2256,Morocco,Casablanca-Settat
Amtar,35.2385,-4.7943,Morocco,Tanger-Tétouan-Al Hoceïma
Hetane,32.8403,-6.8025,Morocco,Béni Mellal-Khénifra
Zawyat Ahançal,31.8325,-6.1056,Morocco,Béni Mellal-Khénifra
Aïn Zora,34.66,-3.53,Morocco,Oriental
Souq Sebt Says,32.7773,-8.6433,Morocco,Casablanca-Settat
Toundout,31.2667,-6.5833,Morocco,Drâa-Tafilalet
Mokrisset,34.91,-5.3536,Morocco,Tanger-Tétouan-Al Hoceïma
Tourza,29.4778,-10.0158,Morocco,Guelmim-Oued Noun
Aït Hani,31.7786,-5.4555,Morocco,Drâa-Tafilalet
Tnine Sidi Lyamani,35.37,-5.97,Morocco,Tanger-Tétouan-Al Hoceïma
Tiztoutine,34.9833,-3.15,Morocco,Oriental
Tilougguit,32.0333,-6.2,Morocco,Béni Mellal-Khénifra
Douar Mzoura,34.3167,-5.9333,Morocco,Rabat-Salé-Kénitra
Sidi Abdallah,32.5783,-7.8108,Morocco,Marrakech-Safi
Dar El Kebdani,35.1203,-3.3322,Morocco,Oriental
Sidi Boushab,30.074,-9.279,Morocco,Souss-Massa
Douar Echbanat,34.2167,-5.35,Morocco,Fès-Meknès
Brikcha,34.9667,-5.5833,Morocco,Tanger-Tétouan-Al Hoceïma
Oulad Slim,32.7775,-7.7725,Morocco,Casablanca-Settat
Sidi Rahhal,31.6667,-7.4833,Morocco,Marrakech-Safi
Awfouss,31.6833,-4.1667,Morocco,Drâa-Tafilalet
Tiddas,33.5665,-6.2659,Morocco,Rabat-Salé-Kénitra
Beni Oulid,34.5897,-4.4514,Morocco,Fès-Meknès
Jaqma,33.292,-7.44,Morocco,Casablanca-Settat
Bounaamane,29.5283,-9.8044,Morocco,Souss-Massa
Ksar Lmajaz,35.8428,-5.5586,Morocco,Tanger-Tétouan-Al Hoceïma
Aghbalou n’Kerdous,31.6767,-5.2976,Morocco,Drâa-Tafilalet
Sgamna,32.7333,-7.2,Morocco,Casablanca-Settat
Kenafif,30.4167,-9.0333,Morocco,Souss-Massa
La’tamna,31.91,-7.34,Morocco,Marrakech-Safi
Jemaat Oulad Mhamed,33.0938,-7.0519,Morocco,Casablanca-Settat
Ain Karma,34.0071,-5.6182,Morocco,Fès-Meknès
Msila,35.2,-5.5667,Morocco,Tanger-Tétouan-Al Hoceïma
Aïn Zohra,34.1,-6.35,Morocco,Rabat-Salé-Kénitra
Tissaf,33.4,-3.5833,Morocco,Fès-Meknès
Za’roura,35.2167,-5.6667,Morocco,Tanger-Tétouan-Al Hoceïma
Ech Chaïbat,31.6,-7.85,Morocco,Marrakech-Safi
Zaggota,34.1667,-5.5333,Morocco,Rabat-Salé-Kénitra
Taghbalt,30.62,-5.35,Morocco,Drâa-Tafilalet
’Aïn Leuh,33.2833,-5.3833,Morocco,Fès-Meknès
Bou’nane,32.0275,-3.04,Morocco,Oriental
Tarhjicht,29.0564,-9.4281,Morocco,Guelmim-Oued Noun
Oued Laou,35.45,-5.0833,Morocco,Tanger-Tétouan-Al Hoceïma
Boudinar,35.15,-3.6333,Morocco,Oriental
Kourimat,31.45,-9.3167,Morocco,Marrakech-Safi
Outa Bouabane,34.2606,-4.4139,Morocco,Fès-Meknès
Tafersit,35.0167,-3.5333,Morocco,Oriental
Saidia,35.085,-2.2392,Morocco,Oriental
Tadla,32.4409,-8.3708,Morocco,Marrakech-Safi
Aklim,34.9167,-2.4333,Morocco,Oriental
Aghbalou Aqourar,33.9341,-4.7381,Morocco,Fès-Meknès
Sidi Ahmed El Khadir,32.5167,-7.3833,Morocco,Casablanca-Settat
Douar Lehouifrat,32.28,-8.31,Morocco,Marrakech-Safi
Bni Boufrah,35.1,-4.3167,Morocco,Tanger-Tétouan-Al Hoceïma
Douar Messassa,34.2803,-4.5336,Morocco,Fès-Meknès
Oulad Imloul,32.0333,-7.7167,Morocco,Marrakech-Safi
Sidi Bou Othmane,31.9033,-7.9422,Morocco,Marrakech-Safi
Tatoufet,35.0339,-5.7706,Morocco,Tanger-Tétouan-Al Hoceïma
Bni Gmil,35.0833,-4.3833,Morocco,Tanger-Tétouan-Al Hoceïma
Zawyat Sidi Ben Hamdoun,33.045,-7.929,Morocco,Casablanca-Settat
El Amim,32.2067,-7.2629,Morocco,Marrakech-Safi
Mhâjâr,35.12,-3.49,Morocco,Oriental
Sidi El Hattab,32.2667,-7.2833,Morocco,Marrakech-Safi
Tissint,29.9006,-7.3203,Morocco,Souss-Massa
Gammasa,31.4182,-8.3784,Morocco,Marrakech-Safi
Laghzawna,33.189,-7.684,Morocco,Casablanca-Settat
Ameskroud,30.5308,-9.3283,Morocco,Souss-Massa
Douar Ezzerarda,34.7667,-5.8333,Morocco,Rabat-Salé-Kénitra
Tanakoub,35.1091,-5.4577,Morocco,Tanger-Tétouan-Al Hoceïma
Oulad Cherif,31.7667,-7.7833,Morocco,Marrakech-Safi
Sidi Lahsene,34.0999,-2.6219,Morocco,Oriental
Douar Snada,35.0667,-4.2167,Morocco,Tanger-Tétouan-Al Hoceïma
Chtiba,32.2,-7.3,Morocco,Marrakech-Safi
Sidi Ouassay,30.05,-9.6833,Morocco,Souss-Massa
Bir Tam Tam,33.9833,-4.6333,Morocco,Fès-Meknès
Mwaline al Oued,33.4467,-7.3283,Morocco,Casablanca-Settat
Gtarna,32.9724,-7.9645,Morocco,Casablanca-Settat
Iguidiy,30.7467,-7.9258,Morocco,Souss-Massa
Bni Sidel,35.1392,-3.1281,Morocco,Oriental
Had Dra,31.5833,-9.5333,Morocco,Marrakech-Safi
Foum Zguid,30.0833,-6.8667,Morocco,Souss-Massa
Zawyat Sidi al Mekki,33.212,-7.717,Morocco,Casablanca-Settat
Iskourane,30.8433,-9.8186,Morocco,Marrakech-Safi
Msemrir,31.7028,-5.8125,Morocco,Drâa-Tafilalet
Ait Ikkou,33.5667,-5.65,Morocco,Fès-Meknès
Imilchil,32.155,-5.6347,Morocco,Drâa-Tafilalet
Aït Ouaoumana,32.7128,-5.8042,Morocco,Béni Mellal-Khénifra
Bouhlou,34.1333,-4.4,Morocco,Fès-Meknès
Agadir Melloul,30.2167,-7.8,Morocco,Souss-Massa
Iaboutene,35.067,-3.967,Morocco,Tanger-Tétouan-Al Hoceïma
Amarzgane,31.05,-7.2167,Morocco,Drâa-Tafilalet
El Marmouta,32.0838,-7.4091,Morocco,Marrakech-Safi
Sidi Dahbi,33.05,-7.1833,Morocco,Casablanca-Settat
Sidi el Mokhfi,34.6039,-4.7889,Morocco,Fès-Meknès
Hassi Berkane,34.8333,-2.8667,Morocco,Oriental
Tiqqi,29.8667,-9.0667,Morocco,Souss-Massa
Tleta Taghramt,35.7877,-5.4677,Morocco,Tanger-Tétouan-Al Hoceïma
Lakhzazra,33.0333,-7.05,Morocco,Casablanca-Settat
Lambarkiyine,33.2,-7.5,Morocco,Casablanca-Settat
Oulad Khallouf,34.7167,-2.5833,Morocco,Oriental
Laanoussar,33.6833,-4.8167,Morocco,Fès-Meknès
Bir Anzarane,23.8918,-14.5364,Morocco,Dakhla-Oued Ed-Dahab
Uad Damran,27.4181,-12.9842,Morocco,Laâyoune-Sakia El Hamra
Imlil,31.7567,-7.0106,Morocco,Béni Mellal-Khénifra
Oulad ’Azzouz,32.7693,-6.7543,Morocco,Béni Mellal-Khénifra
Gaada,35.1594,-2.9892,Morocco,Oriental
Bou Zemou,32.1114,-5.5197,Morocco,Drâa-Tafilalet
Douar Oulad Bouziane,34.2083,-5.0522,Morocco,Fès-Meknès
Berkine,33.7665,-3.8438,Morocco,Oriental
Douar Oulad Sidi Moussa,32.2726,-7.1987,Morocco,Casablanca-Settat
Douar El Mellaliyine,35.6264,-5.3414,Morocco,Tanger-Tétouan-Al Hoceïma
Aïn el Mediour,30.4,-8.8833,Morocco,Souss-Massa
Douar Ait Taleb,32.3839,-8.1856,Morocco,Marrakech-Safi
Moulay Abdelkader,34.6422,-5.7678,Morocco,Rabat-Salé-Kénitra
Lemsid,26.5482,-13.8482,Morocco,Laâyoune-Sakia El Hamra
